inspection_id,inspection_date,facility_type,risk,inspection_type,zip,city,latitude,longitude,results,violations,target_fail,viol_count
1610113,2016-01-25,School,risk 1 (high),Canvass,60616.0,CHICAGO,41.84018774958,-87.6176731469,pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED SOME CRACKED AND PEELING PAINT ABOVE THE TOILETS AND ABOVE THE DOOR EXITING THE BOYS WASHROOM ON THE FIRST FLOOR ACROSS FROM THE GIRLS GYM; REMOVE PEELING PAINT AND REPAINT WALLS. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED ONE BULB OUT ON EACH SIDE OF THE HOODED SYSTEMS ABOVE THE COOKING EQUIPMENT; MUST REPLACE BULBS WHERE NEEDED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND ONE TOILET IN THE GIRLS WASHROOM OUT OF ORDER ON THE FIRST FLOOR ACROSS FROM THE CAFETERIA ENTRANCE; ENGINEER STATES THAT A PART WAS ORDERED TO REPAIR TOILET.  FOUND ONE SINK IN THE BOYS WASHROOM ACROSS FROM THE GIRLS GYM WITH NO RUNNING WATER; MUST RESTORE RUNNING WATER TO THIS SINK.  ",0,3
114636,2010-11-02,Restaurant,risk 2 (medium),Short Form Complaint,60611.0,CHICAGO,41.89679287437,-87.62778757842,pass,,0,0
2268684,2019-02-28,Grocery Store,risk 3 (low),Canvass Re-Inspection,60629.0,CHICAGO,41.78617283868,-87.71494188419,pass w/ conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO PROCEDURE FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS ON SITE. INSTRUCTED TO IMPLEMENT A PROCEDURE AND PROVIDE ALL NECESSARY SUPPLIES FOR HANDLING THESE EVENTS. PRIORITY FOUNDATION VIOLATION 7-38-005 NO CITATION ISSUED,0,1
1460097,2014-05-27,,risk 3 (low),Canvass,60707.0,CHICAGO,41.92365574139,-87.80190452136,out of business,,0,0
1072288,2013-02-26,Restaurant,risk 1 (high),Complaint,60620.0,CHICAGO,41.75104964416,-87.68272735044,pass,"31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: KNIVES AND MULTI-USE EQUIPMENT ON MAGNETIC STRIP AT FRONT, KNIFE RACK AT REAR MUST BE CLEANED AND SANITIZED. MUST CLEAN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS BEHIND SERVICE COUNTER, AT REAR UNDER DISHMACHINE AND ALONG WALLS AT CORNER IN REAR NEED CLEANING. MUST CLEAN CLEAN. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: OBSEERVED FOOD HANDLERS IN PREP AREA WITHOUT HAIR RESTRAINTS. INSTRUCTED TO WEAR PROPER HAIR RESTRAINTS. ",0,3
2282440,2019-04-02,Restaurant,risk 1 (high),Canvass,60654.0,CHICAGO,41.88887789028,-87.6326623964,pass w/ conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: NO VOMIT/ DIARRHEA CLEANUP KIT, INSTRUCTED TO OBTAIN. | 40. PERSONAL CLEANLINESS - Comments: FOOD HANDLER WITH BEARD NOT WEARING BEARD RESTRAINT, INSTRUCTED TO WEAR. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: IN USE SCOOPS STORED IN A STAGNATE WATER, INSTRUCTED TO KEEP IN A CLEAN DRY CONTAINER. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NO BARRIER BETWEEN MOP SINK AND CLEAN UTENSILS RACK, INSTRUCTED TO INSTALL. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NO ALLERGEN TRAINING CERTIFICATE FOR FOOD SERVICE MANAGER. INSTRUCTED TO OBTAIN.",0,5
2556560,2022-06-01,Restaurant,risk 1 (high),Canvass,60602.0,CHICAGO,41.88184063004,-87.63325508941,fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNAGE AT HAND WASHING SINK IN FRONT AREA. INSTRUCTED MANAGER TO PROVIDE. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED SEVERAL FOOD HANDLER EMPLOYEE NOT WEARING A HAIR RESTRAINT WHILE HANDLING FOOD.  INSTRUCTED MANAGEMENT THAT ALL FOOD HANDLING EMPLOYEES MUST WEAR A HAIR RESTRAINT WHILE PREPARING/HANDLING FOOD.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO IRREVERSIBLE THERMOMETER ON SITE AT TIME OF INSPECTION. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION VIOLATION 7-38-005. CITATION ISSUED.   | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: OBSERVED IMPROPER HOT WATER TEMPERATURE AT HAND WASHING SINK IN BOTH BATHROOMS AT 86.8F TO 90.5F. INSTRUCTED MANAGER PROPER HOT WATER TEMPERATURE AT HAND WASHING SINKS MUST BE AT A MINIMUM OF 100.0F OR HIGHER THROUGH A MIXING VALVE OR COMBINATION FAUCET. PRIORITY VIOLATION. 7-38-030(C). CITATION ISSUED.BUILDING MAINTANCE CAME ON SITE TO FIX AND HOT WATER GOT TO 104.4F.",1,5
1975844,2016-11-21,Restaurant,risk 1 (high),Suspected Food Poisoning,60608.0,CHICAGO,41.85817765912,-87.64679833651,fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 30 SMALL FLIES LOCATED ABOVE AND AROUND 3 COMPARTMENT SINK LOCATED ACROSS FROM THE WALK IN COOLER. RECOMMENDED CONTACTING PEST CONTROL. INSTRUCTED TO CLEAN AND SANITIZE AFFECTED AREAS. SERIOUS VIOLATION 7-38-020. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED VENTS WITH ACCUMULATED DUST LOCATED ABOVE THE 3 COMPARTMENT SINK. INSTRUCTED TO CLEAN AND MAINTAIN.",1,3
2261234,2019-01-28,Restaurant,risk 1 (high),Complaint,60610.0,CHICAGO,41.90199080839,-87.62859380326,pass,"40. PERSONAL CLEANLINESS - Comments: FOOD HANDLERS NOT WEARING HAIR RESTRAINTS, INSTRUCTED TO WEAR | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: KEEPING UTENSILS IN A STAGNATE WATER, ICE SCOOP HOLDER NOT CLEAN, MEAT SLICER NOT CLEANED BEHIND BLADE AND HOUSING. INSTRUCTED TO CLEAN AND KEEP UTENSILS IN USE IN A CLEAN CONTAINER. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: DELI SMALL CONTAINERS NOT BEING AIR DRIED AFTER WASHING, INSTRUCTED TO AIR DRY ACCORDING TO HEALTH CODE. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FAN COVER IN WALK-IN COOLER WITH DUST BUILD UP, INSTRUCTED TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INADEQUATE LIGHTING IN WALK-IN COOLERS, INSTRUCTED TO INSTALL.",0,5
1561778,2015-07-31,Grocery Store,risk 1 (high),Canvass,60623.0,CHICAGO,41.84242345697,-87.7328725677,pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FLOOR IN THE WALK-IN COOLER IN THE BUTCHER AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED SOME CEILING VENTS AND CEILING TILE NEED CLEANING AND/OR CHANGING THRU OUT THE STORE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO DRAIN STOPPERS AT THE LARGE THREE COMP SINK IN THE REAR KITCHEN AREA; MUST PROVIDE THREE STOPPERS FOR PROPER SET UP OF SINK. | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: THE FEMALE EMPLOYEE IN THE KITCHEN AREA WAS NOT WEARING A HAIR RESTRAINT; MUST WEAR A HAIR RESTRAINT AT ALL TIMES WHILE IN THE KITCHEN.",0,4
2232637,2018-11-01,Grocery Store,risk 2 (medium),Complaint Re-Inspection,60623.0,CHICAGO,41.86087643674,-87.70565816922,pass w/ conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: Inspector Comments: OBSERVED NO EMPLOYEES HEALTH POLICY PROCEDURE.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION-NO CITATION ISSUED | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: Inspector Comments: OBSERVED NO CLEAN-UP POLICY PROCEDURE FOR VOMITING AND DIARRHEA.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION-NO CITATION ISSUED | 23. PROPER DATE MARKING AND DISPOSITION - Comments: Inspector Comments: MUST PROVIDE PROPER DATE MARKING FOR TCS FOODS HELD FOR MORE THAN 24 HOURS.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION-NO CITATION ISSUED | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Inspector Comments: MUST CLEAN DEBRIS FROM REACH IN COOLERS AND SLEEVES | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: Inspector Comments: IDPH FOOD HANDLERS REQUIREMENTS NOT MET FOR EMPLOYEES.MUST PROVIDE AND MAINTAIN",0,5
2320623,2019-10-28,Restaurant,risk 2 (medium),Canvass,60654.0,CHICAGO,41.89473958224,-87.63004485682,pass,"23. PROPER DATE MARKING AND DISPOSITION - Comments: NO LABELS FOR ALL PACKAGED FOOD, INSTRUCTED MANAGER O PROVIDE PROPER LABELING ( DATE, WEIGHT, INGREDIENTS, ALLERGEN, ADDRESS AND NAME.",0,1
2552662,2022-03-09,Restaurant,risk 2 (medium),License,60641.0,CHICAGO,41.95598090917,-87.75027916232,pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED WATER LEAK AT DRAIN PIPE FAR RIGHT COMPARTMENT UNDERNEATH THE 3-COMPARTMENT SINK.MUST REPAIR PLUMBING LEAK AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED BROKEN FLOOR/WALL TILES NEAR THE REAR SYRUP DISPENSER STORAGE RACK.MUST REPAIR/REPLACE BROKEN FLOOR/WALL TILES AND MAINTAIN.",0,2
1424409,2014-08-05,Restaurant,risk 1 (high),Complaint,60656.0,CHICAGO,41.9811497505,-87.80680929839,pass w/ conditions,"19. OUTSIDE GARBAGE WASTE GREASE AND STORAGE AREA; CLEAN, RODENT PROOF, ALL CONTAINERS COVERED - Comments: OBSERVED OUTSIDE DUMPSTER AREA LITTERED WITH GARBAGE AND GREASE/FOOD ON FLOOR ALSO OBSERVED FOOD/GREASE ENCRUSTED ON EXTERIOR OF OUTSIDE GREASE CONTAINER. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN OUTSIDE DUMPSTER AREA AND OUTSIDE GREASE CONTAINER. SERIOUS VIOLATION 7038-020. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED DUST/DIRT BUILD UP ON FLOOR UNDER ICE MACHINE. INSTRUCTED MANAGER TO CLEAN FLOOR AND MAINTAIN, ALSO MUST KEEP FLOOR DRY THROUGHOUT. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: NO METAL STEM THERMOMETER FOR FOOD HANDLERS. INSTRUCTED MANAGER TO PROVIDE AND CALIBRATE METAL STEM THERMOMETER FOR FOOD HANDLERS.",0,4
2565971,2022-10-26,Daycare (2 - 6 Years),risk 1 (high),License,60649.0,CHICAGO,41.75156886294,-87.57028268678,pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED THE FRONT EXIT DOOR WEATHER STRIP WORN. MUST REPLACE AS NEEDED TO PREVENT ENTRY POINT FOR PEST. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE REFRIGERATOR SIDE STORAGE SHELVING IN POOR REPAIR. MUST REPAIR AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OF THE REFRIGERATORS TO REMOVE SPILLS AND/OR DEBRIS.",0,3
659286,2011-11-10,Children's Services Facility,risk 1 (high),Canvass,60620.0,CHICAGO,41.74591661747,-87.65376178752,pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN ALL FLOORS ALONG ALL WALL BASES, IN CORNERS, UNDERNEATH AND BEHIND ALL HEAVY EQUIPMENT THROUGHOUT ALL AREAS OF PREMISES(INCLUDING ALL STORAGE AND FURNACE ROOMS).  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR HOLE IN WALL ABOVE 3 COMPARTMENT SINK IN KITCHEN. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Toilet rooms shall be completely enclosed and shall be vented to the outside air or mechanically ventilated. STAFF WASHROOM'S MECHANICAL VENTILATION IS IN POOR REPAIR, MUST REPAIR OR REPLACE MOTOR.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKY FAUCET AT 3 COMPARTMENT SINK.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STORE ROOM IN KITCHEN BY REAR EXIT DOOR CLUTTERED, UNABLE TO ADEQUATELY INSPECT AREA. AREA MUST BE KEPT ORGANIZED AND FLOOR MUST BE ACCESSIBLE FOR CLEANING INSPECTION AND SERVICING BY PEST CONTROL COMPANY. ELIMINATE CLUTTER IN AREA BY MAIN DOOR.",0,5
